delta0,delta1,delta2,delta3,delta4
0030,0010,0015,0022,0020
0034,0011,0020,0023,0020
0055,0011,0020,0023,0024
0070,0013,0021,0025,0024
0088,0016,0022,0026,0027
0096,0016,0022,0026,0027
0096,0016,0022,0026,0027
0078,0015,0021,0022,0026
0058,0015,0021,0022,0026
0040,0012,0019,0022,0024
0022,0008,0019,0018,0020
0019,0008,0017,0015,0018
0014,0006,0016,0013,0017
0010,0004,0014,0013,0011
0008,0004,0011,0012,0011
0008,0004,0009,0010,0011
0007,0005,0006,0009,0008
0004,0005,0006,0007,0008
0003,0005,0002,0007,0008
0003,0004,0001,0001,0002
0001,0004,0001,0001,0002
0002,0004,0003,0004,0002
0001,0005,0003,0004,0004
0001,0002,0003,0004,0003
0000,0002,0003,0001,0003
0000,-002,0003,0002,0001
0001,-002,0004,0000,0001
0001,-002,0002,0000,0001
0000,0000,0001,0000,0000
-001,0000,0001,0001,0000
