delta0,delta1,delta2,delta3,delta4
0034,0010,0024,0023,0022
0037,0011,0024,0023,0023
0038,0011,0024,0025,0023
0046,0012,0024,0026,0023
0056,0012,0023,0026,0025
0056,0012,0022,0026,0024
0042,0012,0022,0023,0024
0025,0010,0022,0021,0021
0021,0009,0021,0019,0016
0013,0009,0017,0012,0013
0013,0005,0010,0011,0010
0010,0005,0010,0010,0008
0008,0005,0010,0005,0005
0006,0005,0009,0005,0004
0004,0002,0009,0003,0003
0004,0002,0009,0003,0004
0004,0002,0006,0002,0004
0004,0003,0006,0002,0004
0004,0000,0006,0001,0002
0004,0000,0006,0000,0002
0004,0000,0003,0000,0002
0004,0002,0003,0000,0003
0003,0002,0000,0000,0003
0003,0002,0000,0001,0004
0002,0002,0001,0001,0003
0001,-001,0001,0000,0002
-001,-001,0003,-001,-001
0001,0000,0001,0000,-001
0002,0000,0004,-001,-001
0002,0000,0004,-002,-002
