delta0,delta1,delta2,delta3,delta4
0032,0016,0023,0024,0022
0033,0016,0023,0026,0023
0038,0020,0022,0026,0029
0038,0021,0022,0032,0032
0050,0021,0034,0037,0036
0050,0019,0034,0037,0036
0046,0019,0030,0034,0035
0039,0019,0030,0031,0031
0028,0015,0019,0026,0023
0023,0012,0019,0026,0022
0022,0011,0017,0020,0021
0015,0011,0016,0017,0011
0012,0007,0015,0014,0011
0011,0009,0015,0014,0011
0008,0007,0009,0009,0008
0007,0005,0009,0009,0008
0006,0004,0005,0009,0006
0003,0003,0004,0005,0006
0003,0003,0004,0005,0006
0004,0003,0004,0005,0006
0004,0003,0002,0006,0005
0004,0003,0002,0005,0003
0002,0002,0002,0006,0003
0004,0005,0002,0006,0003
0003,0005,0002,0006,0003
0003,0005,0000,0006,0003
0003,0003,0000,0001,0004
0004,0003,0000,0001,0005
0004,0003,0000,0003,0005
0001,0002,0002,0003,0004
