delta0,delta1,delta2,delta3,delta4
0031,0015,0023,0026,0022
0041,0015,0028,0026,0022
0043,0017,0028,0027,0026
0050,0019,0026,0029,0027
0055,0020,0025,0031,0029
0055,0019,0026,0031,0029
0039,0014,0025,0026,0027
0029,0014,0025,0026,0022
0025,0012,0021,0021,0020
0018,0012,0019,0017,0019
0015,0010,0019,0016,0014
0013,0009,0018,0016,0014
0008,0009,0014,0014,0014
0008,0006,0011,0011,0013
0006,0003,0011,0010,0008
0006,0003,0008,0009,0004
0002,0004,0004,0008,0004
-001,0004,0004,0005,0004
-001,0001,0005,0005,0003
0000,0001,0006,0004,0003
0000,0002,0005,0002,0003
0000,0002,0007,0002,0002
0000,0000,0006,0001,0000
0000,-001,0006,0001,-001
0000,-001,0002,0000,-001
-002,-002,0002,0000,0001
-002,-002,0000,0000,0001
-005,-002,0002,-002,-001
-005,-001,0000,-002,-001
-004,-001,0002,0002,-001
