delta0,delta1,delta2,delta3,delta4
0048,0014,0021,0026,0023
0050,0012,0021,0027,0023
0050,0012,0025,0025,0025
0048,0013,0025,0025,0025
0039,0013,0020,0024,0024
0028,0010,0020,0020,0020
0021,0010,0017,0017,0017
0013,0007,0013,0012,0013
0011,0006,0013,0012,0012
0008,0004,0013,0012,0012
0006,0001,0005,0009,0005
0004,0001,0005,0008,0005
0003,0000,0004,0004,0005
0002,0001,0008,0003,0002
0002,-001,0004,0003,0002
0002,-001,0005,0001,0002
0000,-002,0002,0001,0002
0000,-002,0005,0001,-001
0001,0001,0001,0000,-001
0001,0001,-001,0000,-001
0001,-002,-001,0000,0000
0000,-003,-002,-001,0000
0000,-003,0004,-001,0000
0003,-003,0000,-001,-001
0003,-003,0002,-001,-001
-001,-003,0000,-001,-001
-001,0000,-001,0001,0003
-001,0002,-004,-001,0003
0000,0002,-001,0001,-001
-001,0002,-001,0000,-001
