delta0,delta1,delta2,delta3,delta4
0027,0012,0025,0022,0020
0029,0014,0023,0023,0021
0035,0015,0023,0023,0023
0037,0015,0026,0026,0023
0037,0015,0026,0028,0023
0040,0015,0026,0028,0024
0040,0015,0025,0027,0024
0032,0013,0024,0027,0021
0027,0013,0022,0024,0021
0022,0013,0022,0021,0020
0021,0011,0017,0018,0018
0017,0011,0016,0018,0017
0010,0011,0015,0018,0017
0010,0010,0010,0013,0013
0009,0008,0010,0010,0011
0007,0008,0009,0010,0010
0007,0008,0008,0008,0009
0007,0007,0008,0008,0007
0007,0007,0004,0006,0004
0004,0003,0003,0002,0002
0002,0006,0003,0002,0001
0000,0002,0002,0002,0001
0000,0005,0003,0002,0001
0002,0000,0002,0001,0000
0003,0002,0001,-001,0001
0002,0000,0001,-001,0001
0001,0002,0001,-001,0003
-001,0000,0001,-001,0003
-002,0000,0001,-001,0004
-002,0000,0001,-001,0001
