delta0,delta1,delta2,delta3,delta4
0032,0015,0020,0024,0023
0039,0015,0020,0024,0023
0045,0015,0021,0024,0022
0049,0017,0021,0025,0023
0053,0017,0021,0026,0023
0053,0017,0019,0026,0023
0044,0012,0024,0021,0022
0043,0012,0020,0021,0022
0042,0012,0022,0024,0022
0043,0011,0020,0024,0023
0040,0011,0022,0024,0023
0040,0011,0020,0024,0023
0036,0010,0021,0024,0020
0027,0010,0020,0020,0020
0023,0010,0017,0019,0020
0018,0010,0012,0014,0014
0013,0009,0012,0013,0013
0008,0007,0010,0012,0011
0008,0005,0010,0012,0009
0008,0005,0010,0007,0008
0005,0003,0010,0008,0008
0005,0004,0006,0008,0007
0007,0004,0006,0008,0007
0007,0004,0001,0008,0007
0001,0004,0003,0003,0003
0001,0004,0003,0003,0003
0004,0004,0003,0000,0003
0004,0004,0003,0001,0004
0004,0003,0003,0001,0004
0004,0001,0003,0001,0004
