delta0,delta1,delta2,delta3,delta4
0029,0011,0021,0017,0018
0038,0011,0023,0019,0019
0039,0012,0023,0020,0021
0050,0016,0023,0021,0025
0064,0016,0027,0027,0025
0065,0016,0027,0027,0025
0065,0014,0024,0027,0023
0059,0014,0023,0024,0023
0049,0014,0023,0024,0023
0032,0010,0023,0023,0020
0025,0010,0021,0016,0018
0020,0010,0018,0016,0016
0013,0010,0016,0012,0012
0009,0007,0015,0011,0012
0007,0007,0013,0011,0012
0007,0002,0008,0006,0005
0005,0002,0008,0006,0005
0005,0003,0006,0005,0005
0004,0006,0006,0006,0004
0003,0006,0006,0006,0004
0003,0006,0006,0006,0003
0002,-001,0002,0000,0000
0001,-001,0002,0000,0000
0001,0002,0002,0000,0000
0004,0002,0002,0000,0002
0004,0002,0002,-001,0002
0003,0000,0004,0000,0002
0002,0004,0004,0000,0000
0002,0004,0003,0001,0000
0002,0004,-001,0001,0001
