delta0,delta1,delta2,delta3,delta4
0046,0014,0025,0028,0030
0062,0019,0025,0028,0030
0062,0019,0026,0029,0029
0061,0019,0026,0028,0027
0056,0017,0023,0027,0024
0042,0015,0023,0023,0024
0033,0012,0022,0021,0021
0031,0012,0022,0021,0020
0021,0012,0017,0016,0016
0016,0011,0016,0015,0015
0014,0011,0015,0012,0014
0006,0009,0011,0011,0010
0006,0009,0009,0008,0008
0006,0005,0009,0006,0007
0007,0005,0006,0005,0005
0004,0004,0006,0005,0005
0002,0004,0008,0005,0005
0002,0004,0009,0002,0003
0001,0003,0009,0001,0002
-001,0003,0009,0001,0002
-001,0002,0006,0000,0000
0002,0001,0006,0001,0000
0002,0001,0006,0001,0000
0002,0001,0005,0001,0003
0000,0004,0003,0003,0003
-001,0004,0001,0000,0003
-001,0001,0001,0000,0000
0000,0001,0001,0000,-001
0000,0001,0001,-001,0000
0000,0000,0004,-001,0000
