delta0,delta1,delta2,delta3,delta4
0027,0009,0020,0022,0021
0029,0012,0020,0022,0021
0031,0011,0020,0023,0022
0035,0012,0022,0021,0022
0037,0011,0022,0023,0022
0037,0013,0022,0024,0025
0037,0011,0020,0024,0025
0031,0011,0024,0024,0022
0027,0011,0021,0022,0021
0022,0011,0021,0020,0020
0018,0009,0021,0019,0020
0017,0009,0017,0017,0019
0013,0009,0015,0017,0019
0012,0008,0013,0015,0014
0009,0007,0012,0011,0009
0006,0006,0011,0010,0009
0006,0005,0006,0006,0008
0006,0003,0003,0005,0005
0005,0001,0005,0005,0003
0002,0003,0005,0005,0003
0002,0001,0005,0004,0003
0002,0001,0001,0000,0003
0001,0001,0001,0000,0002
0001,0003,-001,0002,0002
0001,0003,-001,0002,0002
0001,0003,-001,-002,0001
-001,0002,0004,-002,0001
-001,0002,0004,-002,0000
-001,-001,-003,-001,0000
-001,-001,-003,0000,0001
