delta0,delta1,delta2,delta3,delta4
0033,0012,0015,0016,0020
0039,0011,0017,0020,0020
0043,0011,0018,0024,0021
0049,0011,0021,0025,0021
0049,0010,0021,0025,0021
0042,0010,0018,0020,0018
0036,0010,0018,0020,0018
0030,0008,0018,0020,0016
0020,0009,0014,0015,0015
0019,0007,0014,0012,0015
0014,0007,0009,0012,0014
0007,0006,0009,0012,0009
0007,0005,0008,0008,0006
0007,0005,0006,0006,0006
0005,0005,0006,0007,0001
0005,0000,0003,0007,0001
0002,0000,0004,0007,0002
0003,0002,0003,0003,0002
0003,0002,0001,0003,0002
0003,0000,0001,-002,0001
0004,0000,-003,0000,0003
0002,0000,-003,0000,0000
0003,0001,-004,0000,0000
0002,0001,-005,-003,-002
0003,-002,-005,-003,-002
-001,-002,-004,-002,-002
0000,-002,0000,-002,-002
0000,-001,0000,0000,-002
0000,-003,-001,0000,-002
-001,-003,-002,-002,-002
