delta0,delta1,delta2,delta3,delta4
0034,0012,0024,0023,0022
0038,0013,0024,0026,0024
0040,0013,0024,0024,0024
0040,0013,0024,0024,0024
0039,0009,0025,0024,0021
0038,0009,0022,0021,0020
0027,0009,0022,0021,0017
0019,0011,0022,0018,0019
0018,0009,0020,0016,0015
0015,0009,0020,0016,0015
0011,0003,0018,0010,0010
0007,0003,0013,0010,0010
0007,0005,0013,0010,0010
0004,0005,0013,0010,0004
0004,0005,0011,0007,0004
0003,0002,0011,0008,0004
0003,0002,0007,0007,0001
0004,0002,0007,0006,0001
0004,0001,0006,0001,0000
0003,0003,0007,0003,-001
0001,0003,0006,0003,-001
0001,0003,0004,0003,-001
0001,-002,0004,-001,0001
0002,-002,0005,-001,0000
0002,0002,0005,-001,0000
0002,0003,0002,0000,0000
0002,0003,0002,0000,0002
0000,0003,0005,0001,0002
0001,-003,0005,0002,0002
0001,-003,0004,0003,0001
