delta0,delta1,delta2,delta3,delta4
0028,0015,0026,0024,0020
0028,0015,0026,0024,0020
0030,0010,0020,0018,0022
0028,0010,0020,0018,0022
0028,0010,0020,0019,0022
0025,0010,0022,0019,0018
0025,0010,0023,0019,0018
0025,0012,0023,0018,0017
0025,0012,0018,0021,0021
0022,0012,0018,0018,0020
0022,0013,0018,0018,0020
0022,0013,0022,0018,0020
0023,0013,0022,0018,0020
0025,0011,0022,0019,0021
0028,0012,0024,0023,0021
0025,0012,0023,0022,0021
0025,0012,0023,0022,0020
0021,0012,0016,0016,0016
0015,0012,0016,0015,0016
0014,0010,0016,0015,0015
0006,0005,0011,0008,0008
0005,0005,0011,0008,0008
0005,0004,0009,0008,0008
0005,0001,0009,0007,0004
0007,0001,0009,0007,0004
0007,0001,0009,0007,0004
0003,0000,0009,0004,0003
0003,0000,0009,0002,0003
0003,0000,0007,0002,0003
0003,0000,0002,0002,0001
