delta0,delta1,delta2,delta3,delta4
0035,0012,0019,0020,0023
0036,0012,0021,0019,0022
0040,0012,0021,0019,0022
0045,0011,0023,0022,0025
0048,0012,0023,0025,0025
0052,0012,0023,0025,0026
0052,0012,0024,0025,0026
0039,0013,0025,0023,0024
0034,0013,0027,0023,0024
0026,0013,0027,0022,0024
0015,0009,0016,0013,0013
0012,0007,0016,0013,0013
0012,0007,0016,0013,0012
0004,0003,0012,0010,0007
0004,0003,0012,0006,0006
0005,0005,0011,0003,0006
0005,0005,0003,0002,0004
0004,0005,0003,0002,0004
0003,0001,0002,0003,0004
0003,0000,0007,0003,0003
0006,0000,0007,0003,0003
0006,0000,0007,0004,0003
0003,0000,0006,0004,0005
0003,0000,0006,0003,0004
0004,0003,0000,-002,0004
0004,0003,0001,-002,0004
0004,0003,0001,-002,0004
0002,-001,0001,-002,0004
-001,-003,0003,-002,0004
-001,-003,0006,-002,0004
