delta0,delta1,delta2,delta3,delta4
0056,0013,0021,0024,0023
0086,0016,0022,0026,0028
0101,0018,0024,0028,0028
0101,0018,0024,0028,0028
0094,0018,0024,0028,0028
0083,0018,0024,0028,0028
0063,0018,0020,0023,0025
0042,0012,0017,0021,0022
0033,0012,0016,0018,0020
0014,0009,0013,0015,0016
0012,0008,0012,0013,0012
0012,0008,0009,0009,0010
0012,0008,0009,0009,0005
0010,0007,0009,0008,0005
0004,0007,0009,0006,0005
0006,0007,0002,0005,0003
0004,0005,0001,0004,0003
0001,0002,0001,0004,0003
0001,0002,0001,0003,0000
0001,0001,0000,0001,0000
-002,0001,0000,0003,0001
0002,0001,0002,0003,0001
0002,0001,0003,0003,0003
0002,0001,0003,0002,-001
0001,0000,-001,-001,-002
0001,0002,-003,0000,-001
-001,0000,0000,0000,0002
-002,-004,0001,0000,0002
-002,-004,0001,0001,0002
-002,0001,0002,0001,-002
