delta0,delta1,delta2,delta3,delta4
0028,0011,0024,0023,0023
0028,0011,0024,0023,0023
0028,0009,0020,0023,0020
0025,0009,0020,0019,0020
0023,0009,0020,0019,0019
0020,0007,0017,0017,0016
0019,0007,0017,0017,0016
0018,0007,0017,0016,0015
0009,0006,0017,0013,0007
0008,0006,0013,0009,0007
0008,0006,0013,0007,0007
0006,0005,0009,0006,0005
0006,0005,0008,0006,0004
0005,0002,0008,0005,0002
0007,0002,0006,0003,0002
0005,0002,0006,0003,0002
0006,0003,0002,0003,0002
0004,0003,0001,0001,0002
0005,0004,0001,0001,0002
0002,0003,0001,0001,0002
0001,0002,0004,0001,0003
0001,0002,0004,0001,0003
0004,0002,0005,0001,0003
0004,0002,0005,0002,-001
0004,0002,0003,0002,-001
0003,0000,0003,0002,-001
0003,-002,0003,0001,0001
0004,-002,0003,0000,0001
0005,-001,0000,0000,0001
0004,-001,0006,0000,0001
