delta0,delta1,delta2,delta3,delta4
0031,0009,0024,0020,0018
0038,0009,0024,0020,0018
0039,0012,0024,0021,0022
0050,0012,0022,0024,0024
0057,0012,0022,0024,0026
0065,0010,0025,0027,0026
0065,0011,0025,0027,0022
0066,0011,0025,0027,0022
0066,0011,0023,0027,0024
0050,0013,0023,0024,0026
0043,0012,0023,0024,0024
0036,0012,0022,0020,0024
0022,0007,0021,0018,0016
0021,0007,0017,0018,0016
0012,0007,0015,0014,0013
0009,0006,0009,0009,0009
0007,0006,0009,0009,0009
0007,0006,0009,0009,0009
0004,0002,0008,0008,0007
0004,0002,0008,0008,0007
0003,0002,0008,0006,0007
0005,0001,0008,0006,0002
0005,0001,0008,0002,0002
0005,0001,0004,0002,0002
-002,0004,0001,0002,0004
-002,0004,0001,0002,0004
0003,0004,0001,0002,0004
0003,0000,0001,0000,0001
0003,0000,0001,0000,0001
0002,-001,0004,0003,0000
