delta0,delta1,delta2,delta3,delta4
0018,0014,0028,0035,0038
0020,0014,0036,0040,0039
0020,0022,0043,0058,0049
0034,0030,0051,0067,0064
0035,0030,0053,0082,0066
0035,0043,0075,0108,0085
0043,0059,0092,0133,0097
0043,0059,0092,0137,0109
0043,0059,0086,0139,0112
0043,0059,0083,0139,0112
0022,0025,0059,0099,0074
0016,0014,0037,0053,0041
0016,0009,0029,0029,0027
0016,0009,0018,0015,0016
0016,0009,0018,0015,0014
0016,0009,0016,0014,0014
0003,0001,0016,0013,0003
0003,0001,0016,0008,0003
0003,0001,0014,0008,0003
0001,0001,0007,0005,0001
0001,0001,0007,0005,0001
-002,0001,0007,0005,0001
0002,0004,0007,0006,0007
0002,0008,0009,0004,0006
0002,0008,0009,0004,0006
0002,0004,0003,0004,0003
0002,0004,0003,0004,0003
0002,0004,0003,0004,0003
0001,0002,0005,0004,0003
0001,0002,0005,0005,0003
