delta0,delta1,delta2,delta3,delta4
0024,0020,0032,0038,0036
0042,0031,0054,0072,0064
0045,0061,0089,0121,0100
0045,0095,0126,0172,0127
0045,0095,0126,0178,0141
0045,0095,0121,0178,0141
0045,0095,0071,0111,0094
0024,0021,0043,0051,0045
0020,0008,0028,0028,0025
0020,0008,0022,0018,0015
0020,0008,0021,0015,0008
0020,0008,0021,0015,0008
0006,0005,0015,0003,0006
0005,0005,0014,0003,0006
0005,0005,0012,0003,0006
0002,0004,0008,0009,0008
0002,0004,0008,0006,0005
0003,0004,0008,0006,0005
0004,0005,0001,0001,0005
0004,0005,0001,0001,0007
0004,0005,0001,0001,0007
0004,0003,0008,0003,0006
0004,0003,0008,0003,0006
0004,0003,0008,0003,0006
0004,0002,0009,0004,0006
0004,0002,0010,0003,0005
0004,0002,0010,0003,0005
0003,0001,0010,0003,0004
0003,0001,0010,0003,0004
0003,0001,0010,0003,0004
