delta0,delta1,delta2,delta3,delta4
0024,0015,0031,0048,0042
0038,0027,0045,0051,0055
0068,0061,0091,0133,0124
0075,0089,0120,0178,0124
0075,0089,0130,0190,0160
0075,0089,0136,0206,0158
0075,0089,0136,0206,0158
0022,0026,0073,0122,0070
0015,0016,0054,0081,0058
0015,0014,0033,0037,0034
-016,-019,0020,0019,0015
-016,-019,0019,0014,0015
-016,-019,0019,0014,0015
-016,-019,0019,0013,0011
0004,0005,0015,0007,0005
0004,0005,0015,0007,0005
0003,0005,0015,-001,0003
0002,0005,0013,-001,0003
0002,0005,0013,-001,0003
0002,0005,0008,0001,0004
0004,0006,0007,0001,0004
0004,0006,0007,0001,0004
0003,0006,0007,0001,0003
0003,0006,0006,0001,0003
0003,0006,0006,0001,0003
0004,0003,0006,-001,0002
0004,0003,0005,-001,0002
0004,0003,0005,-001,0002
0006,0005,0005,-001,0003
0006,0005,0006,-001,0003
