delta0,delta1,delta2,delta3,delta4
0019,0016,0029,0033,0030
0027,0021,0043,0049,0049
0027,0030,0059,0076,0063
0030,0036,0061,0084,0068
0025,0036,0061,0084,0068
0025,0028,0051,0076,0068
0010,0015,0030,0034,0031
0008,0012,0022,0023,0020
0008,0008,0022,0015,0019
0004,0005,0014,0010,0013
0004,0005,0010,0009,0012
0004,0005,0010,0009,0012
0002,0004,0010,0009,0005
0002,0004,0012,0009,0005
0002,0004,0012,0009,0005
0000,0005,0004,0003,0006
0000,0005,0004,0003,0006
-001,0005,0004,0003,0006
0005,0005,0003,0000,0007
0005,0005,0003,0000,0006
0005,0005,0003,0000,0006
0003,0005,0004,0002,0006
0003,0005,0004,0002,0006
0003,0005,0004,0002,0006
0001,0003,0006,0001,0003
0001,0003,0006,0001,0003
0001,0003,0006,0001,0003
0002,0004,0009,0004,0006
0002,0004,0011,0006,0006
0003,0004,0011,0006,0006
