delta0,delta1,delta2,delta3,delta4
0041,0025,0044,0064,0057
0041,0025,0044,0065,0057
0048,0042,0061,0086,0077
0038,0068,0096,0131,0104
0038,0072,0096,0131,0104
0038,0072,0065,0110,0078
0038,0072,0058,0103,0065
0038,0072,0053,0079,0065
0009,0004,0017,0021,0014
0009,0004,0017,0021,0014
0009,0004,0017,0021,0014
0009,0004,0011,0015,0000
0009,0004,0011,0010,0000
0003,0001,0011,0010,0000
0003,-005,0009,0004,0000
0003,-005,0007,0004,0000
0004,0007,0009,0004,0005
0004,0007,0007,0004,0005
0003,0005,0008,0010,0009
0003,0005,0008,0010,0009
0003,0005,0008,0010,0009
0003,0007,0005,0006,0005
0004,0007,0005,0006,0005
0004,0007,0005,0006,0005
0003,0008,0006,0004,0001
0003,0008,0006,0004,0001
0003,0008,0006,0003,0001
0003,0004,0004,0005,0006
0003,0004,0004,0005,0006
0003,0004,0004,0005,0006
