delta0,delta1,delta2,delta3,delta4
0023,0017,0033,0031,0034
0027,0020,0041,0046,0050
0056,0035,0063,0074,0069
0056,0035,0068,0103,0069
0031,0031,0073,0105,0094
0031,0031,0112,0151,0123
0031,0031,0112,0151,0123
0031,0031,0116,0167,0128
0032,0034,0099,0144,0083
0032,0034,0073,0106,0081
0010,0008,0024,0028,0023
0010,0008,0024,0022,0023
0010,0008,0024,0022,0023
0010,0008,0020,0015,0010
0010,0008,0020,0014,0010
0006,0007,0020,0014,0010
0003,-001,0011,0006,0004
0003,-001,0008,0004,0004
0003,0005,0011,0006,0005
0003,0005,0008,0006,0006
0004,0003,0011,0006,0006
0003,0003,0011,0006,0006
0004,0003,0011,0005,0006
0003,0001,0006,0006,0004
0004,0001,0006,0006,0004
0002,0001,0006,0006,0007
0004,0005,0006,0004,0007
0007,0005,0006,0004,0007
0007,0005,0006,0003,0004
0002,0005,0007,0000,0004
