delta0,delta1,delta2,delta3,delta4
0026,0014,0036,0047,0044
0046,0029,0052,0075,0065
0053,0041,0070,0094,0088
0053,0042,0074,0107,0088
0035,0063,0090,0135,0101
0035,0063,0090,0135,0101
0035,0063,0077,0114,0086
0035,0063,0072,0106,0076
0026,0018,0052,0080,0057
0011,0009,0027,0034,0022
0004,0009,0024,0023,0015
0004,0009,0017,0017,0014
0004,0009,0011,0012,0006
0004,0009,0011,0012,0006
0004,0005,0007,0011,0006
0001,0005,0007,0008,0009
0001,0001,0007,0008,0005
0001,0001,0005,0008,0005
0001,0000,0004,0007,0000
0001,0000,0004,0005,0000
-002,0000,0004,0004,0000
-002,-001,0000,0004,-001
-002,-001,0000,0006,-001
-002,-001,0002,0006,-001
-001,0003,0005,0006,0003
0001,0005,0005,0004,0003
0001,0005,0005,0004,0003
-001,0000,0001,0004,0001
-001,0000,0001,0002,0001
-001,0000,0001,0002,-002
