delta0,delta1,delta2,delta3,delta4
0026,0015,0031,0040,0037
0032,0026,0042,0057,0052
0032,0026,0054,0079,0056
0025,0030,0054,0079,0056
0021,0025,0051,0069,0053
0018,0022,0034,0048,0044
0009,0007,0018,0028,0017
0008,0007,0016,0013,0013
0004,0006,0014,0012,0012
0001,0003,0010,0009,0009
0001,0003,0010,0009,0008
0002,0003,0010,0009,0008
0003,0006,0005,0004,0002
0003,0005,0005,0004,0002
0003,0005,0005,0004,0002
0003,0005,0004,0001,0001
0003,0002,0004,0001,0001
0003,0002,0004,0001,0000
0001,0002,0002,0001,0003
0001,0002,0002,0001,0003
0001,0002,0000,0001,0003
0000,-001,0003,0001,0001
0000,-001,0003,0001,0001
0000,-001,0003,0000,0001
0001,0007,0003,0002,0002
0003,0006,0003,0002,0002
0003,0006,0003,0002,0002
0001,0002,0003,0001,0002
0001,0002,0003,0001,0002
0001,0002,0003,0001,0002
