delta0,delta1,delta2,delta3,delta4
0019,0013,0029,0034,0036
0028,0018,0038,0044,0050
0039,0025,0041,0052,0052
0039,0025,0041,0052,0052
0047,0032,0049,0065,0060
0054,0037,0062,0084,0077
0054,0037,0074,0102,0077
0033,0037,0075,0105,0091
0033,0037,0094,0127,0103
0033,0037,0095,0136,0103
0033,0037,0105,0142,0114
0036,0045,0095,0136,0101
0036,0045,0089,0131,0101
0018,0015,0042,0055,0035
0018,0015,0037,0037,0034
0018,0015,0031,0034,0031
0018,0015,0024,0016,0011
0018,0015,0024,0015,0011
0006,0006,0024,0015,0011
0004,-001,0010,0004,0004
0004,-001,0010,0004,0004
0004,-001,0010,0004,0004
0002,0002,0006,0002,0001
0002,0002,0006,0002,0001
0002,0002,0006,0002,0001
0003,0000,0001,0004,0004
0003,0000,0001,0002,0003
0003,0000,0001,0002,0003
0002,-002,0004,-001,0001
0002,-002,0004,-001,0001
