delta0,delta1,delta2,delta3,delta4
0041,0026,0043,0055,0057
0046,0026,0053,0070,0060
0047,0041,0070,0098,0084
0047,0048,0084,0114,0084
0029,0048,0084,0114,0083
0029,0048,0066,0099,0082
0029,0048,0049,0078,0061
0015,0016,0031,0043,0036
0012,0012,0026,0029,0030
0006,0012,0018,0022,0020
0006,0010,0009,0008,0008
0002,0010,0009,0008,0008
0002,0010,0007,0008,0008
0000,0004,0008,0005,0004
0000,0003,0008,0005,0004
0000,0003,0008,0002,0004
0000,0003,0008,0005,0004
0000,0003,0004,0005,0004
-001,0003,0004,0005,0004
0001,0002,0004,0004,0003
0001,0002,0008,0004,0003
0001,0002,0008,0004,0003
0001,0003,0007,0003,0004
0001,0003,0005,0003,0004
0001,0003,0005,0003,0004
0000,0002,0005,0006,0003
0000,0002,0007,0007,0003
0000,0002,0007,0007,0003
0000,0003,0004,0001,0002
0000,0003,0004,0001,0002
