delta0,delta1,delta2,delta3,delta4
0022,0015,0033,0036,0034
0035,0027,0047,0057,0056
0045,0031,0059,0086,0069
0045,0031,0059,0086,0069
0030,0033,0068,0097,0070
0023,0029,0058,0075,0060
0023,0029,0054,0075,0060
0014,0007,0019,0025,0022
0007,0007,0018,0016,0018
0007,0007,0018,0016,0018
0004,0001,0007,0002,0005
0004,0001,0007,0002,0005
0004,0001,0007,0002,0005
0003,-002,0000,0004,0005
0003,-002,0000,0004,0003
0003,-002,0000,0004,0003
0001,0000,0004,0004,0002
0001,0000,0002,0002,0002
0001,0000,0002,0002,0002
0000,-001,-003,-001,0000
0000,-001,-003,-001,0000
0000,-001,-003,-001,0000
0000,-001,0000,0000,-001
0000,-001,0000,0000,-001
0000,-001,0000,0000,-001
0002,-003,0004,0001,0001
0002,-003,0001,0001,0001
0002,-003,0001,0001,0001
-001,0001,0001,-002,-003
-001,0001,0006,-002,-003
