delta0,delta1,delta2,delta3,delta4
0018,0018,0031,0037,0036
0022,0019,0033,0041,0043
0038,0029,0047,0063,0057
0058,0037,0067,0089,0087
0063,0037,0070,0101,0089
0063,0066,0087,0126,0115
0063,0066,0100,0141,0116
0063,0066,0104,0142,0124
0063,0066,0105,0154,0119
0047,0065,0105,0154,0119
0032,0035,0080,0121,0091
0026,0024,0053,0074,0059
0020,0015,0041,0041,0033
0020,0015,0024,0027,0018
0020,0015,0024,0024,0018
0020,0015,0024,0024,0018
0001,0002,0018,0014,0007
0001,0002,0018,0012,0007
0000,0002,0014,0012,0007
-001,-001,0014,0012,0003
-001,-001,0014,0008,0003
-003,-001,0011,0008,0003
0004,0005,0008,0005,0005
0004,0004,0008,0005,0006
0004,0004,0008,0005,0006
0001,0004,0008,0004,0006
0001,0005,0008,0004,0006
0002,0005,0008,0004,0006
0002,0003,0005,0007,0004
0002,0003,0005,0006,0004
