delta0,delta1,delta2,delta3,delta4
0021,0017,0037,0037,0035
0021,0017,0037,0037,0035
0026,0023,0043,0055,0049
0028,0027,0051,0073,0056
0028,0027,0051,0073,0056
0021,0028,0051,0082,0061
0020,0027,0042,0052,0044
0020,0027,0042,0052,0044
0005,0003,0016,0018,0013
0004,0003,0015,0015,0012
0004,0003,0015,0015,0012
0004,-001,0002,0009,0004
0002,-001,0002,0009,0004
0002,-001,0002,0009,0004
0001,0000,0001,0000,0000
0001,0000,0001,0000,0000
0001,0000,0001,0000,0000
0002,-001,-001,0004,0002
0003,-001,-001,0004,0002
0003,-001,-001,0004,0002
0001,-001,-001,0001,0002
0001,-001,-001,0001,0001
0001,-001,-001,0001,0001
-001,0000,0004,-001,-001
-001,0000,0005,-001,-001
-001,0000,0005,-001,-001
0000,0001,0001,0003,0002
0000,0001,0001,0003,0002
0000,0001,0001,0003,0002
-003,0001,0003,-001,-003
