delta0,delta1,delta2,delta3,delta4
0022,0021,0034,0043,0044
0030,0022,0042,0049,0048
0047,0036,0052,0072,0062
0047,0044,0071,0097,0073
0031,0044,0071,0097,0073
0022,0036,0060,0093,0066
0017,0021,0038,0049,0044
0008,0011,0024,0020,0017
0005,0009,0019,0018,0016
0004,0007,0019,0014,0015
0004,0007,0005,0008,0004
0003,0009,0005,0008,0004
0003,0009,0007,0008,0004
0003,0004,0009,0005,0004
0003,0004,0009,0005,0004
0003,0004,0009,0005,0004
0003,0006,0008,0006,0005
0005,0007,0008,0005,0005
0005,0007,0008,0005,0005
0004,0007,0004,0004,0004
0004,0007,0004,0004,0004
0004,0007,0004,0004,0004
0005,0007,0003,0004,0002
0003,0007,0003,0004,0002
0002,0007,0003,0003,0002
0000,0002,0007,0007,0004
0000,0002,0008,0007,0004
0000,0002,0008,0007,0004
0000,0005,0009,0006,0006
0000,0005,0009,0006,0006
