delta0,delta1,delta2,delta3,delta4
0056,0026,0049,0081,0073
0111,0060,0090,0128,0130
0111,0079,0118,0169,0161
0094,0079,0126,0181,0162
0083,0079,0157,0220,0177
0083,0079,0182,0260,0197
0083,0079,0198,0296,0210
0077,0094,0199,0322,0232
0066,0094,0199,0322,0232
0045,0032,0076,0124,0107
0016,0015,0037,0041,0034
0014,0007,0026,0026,0018
0014,0007,0019,0013,0010
0014,0007,0017,0013,0010
0014,0007,0017,0013,0010
0000,0000,0017,0008,-001
0000,0000,0013,0008,-001
-002,0000,0011,0008,-001
-002,0006,0011,0009,0005
-002,0006,0011,0009,0005
-002,0006,0007,0009,0005
0000,0004,0008,0007,0004
0000,0003,0008,0007,0004
0000,0003,0008,0007,0004
0000,0003,0006,0007,0000
0000,0001,0006,0007,0000
0000,0001,0006,0007,0000
-002,-001,-001,0007,-001
-002,-001,-001,0005,-001
-002,-001,-001,0005,-001
