delta0,delta1,delta2,delta3,delta4
0040,0029,0055,0062,0062
0052,0032,0066,0092,0077
0057,0082,0110,0149,0122
0057,0106,0114,0168,0132
0057,0106,0114,0168,0132
0057,0041,0085,0126,0106
0057,0038,0062,0086,0076
0015,0012,0037,0046,0034
0012,0009,0030,0027,0024
0012,0009,0030,0019,0016
0012,0009,0022,0017,0013
0012,0009,0021,0012,0013
0010,0007,0021,0012,0013
0007,0006,0010,0008,0007
0007,0005,0010,0008,0007
0007,0005,0010,0008,0007
0006,0005,0008,0003,0003
0005,0006,0008,0003,0003
0005,0006,0008,0003,0003
0001,0006,0005,0005,0003
0001,0006,0005,0005,0003
0001,0006,0005,0005,0003
0002,0003,0009,0002,0005
0002,0003,0009,0002,0005
0002,0003,0009,0003,0005
0004,0005,0008,0003,0004
0004,0004,0008,0003,0004
0004,0004,0008,0003,0004
0002,0002,0007,0001,0005
0002,0002,0006,0001,0005
