delta0,delta1,delta2,delta3,delta4
0024,0022,0038,0041,0041
0043,0028,0049,0067,0066
0055,0030,0051,0077,0069
0076,0044,0077,0103,0100
0081,0055,0086,0128,0116
0081,0055,0092,0131,0124
0081,0055,0104,0148,0128
0081,0055,0123,0178,0139
0057,0075,0128,0189,0148
0051,0075,0128,0189,0139
0049,0039,0080,0121,0107
0012,0010,0033,0038,0034
0009,0006,0026,0022,0022
0009,0006,0022,0022,0020
0009,0006,0016,0012,0009
0009,0006,0016,0012,0009
0006,0006,0015,0012,0009
0005,0005,0019,0001,0000
0005,0004,0014,0001,0000
0005,0004,0014,0001,0001
0003,0000,0003,0001,0004
0003,0000,0003,0001,0004
0003,0000,0003,0001,0004
0003,0003,0007,0000,0003
0004,0004,0007,0000,0003
0004,0004,0007,0000,0003
0001,0002,0002,0001,0004
0001,0002,0002,0001,0004
0001,0002,0002,0001,0004
0003,0005,0008,0000,0002
