delta0,delta1,delta2,delta3,delta4
0027,0016,0036,0041,0047
0040,0020,0046,0059,0059
0045,0030,0049,0060,0060
0062,0041,0068,0091,0088
0062,0051,0081,0116,0111
0051,0051,0091,0133,0113
0051,0051,0108,0162,0136
0051,0051,0116,0180,0138
0051,0051,0119,0186,0148
0051,0051,0119,0186,0141
0047,0049,0098,0165,0141
0020,0019,0052,0076,0056
0017,0011,0035,0041,0034
0012,0010,0026,0025,0020
0012,0010,0017,0015,0013
0012,0010,0017,0015,0013
0012,0010,0017,0015,0013
0003,-002,0015,0003,0003
0003,-002,0009,0003,0003
0003,-002,0009,0003,0003
0000,0001,0006,0003,0005
0000,0001,0006,0003,0005
0000,0001,0006,0003,0005
0001,0001,0004,0003,0004
0001,0001,0004,0000,0004
0001,0001,0004,0000,0004
0004,0003,0007,0000,0003
0004,0003,0008,0001,0003
0004,0003,0008,0001,0003
0000,0004,0006,0001,0005
