delta0,delta1,delta2,delta3,delta4
0019,0015,0028,0034,0035
0020,0017,0030,0039,0037
0049,0031,0046,0060,0059
0049,0034,0057,0083,0072
0041,0037,0062,0092,0072
0028,0034,0062,0092,0072
0022,0030,0047,0071,0058
0011,0013,0027,0037,0028
0009,0013,0023,0024,0022
0007,0011,0019,0023,0022
0005,0006,0012,0015,0013
0005,0006,0012,0013,0011
0005,0006,0012,0013,0011
0001,0005,0015,0006,0007
0001,0005,0007,0006,0007
0001,0005,0007,0006,0007
0003,0009,0004,0005,0004
0004,0009,0004,0005,0004
0004,0009,0004,0005,0004
0003,0007,0005,0004,0005
0003,0007,0005,0004,0005
0003,0007,0005,0004,0005
0000,0004,0006,0008,0007
0000,0004,0008,0008,0007
0000,0004,0008,0008,0007
0002,0003,0003,0004,0002
0002,0003,0003,0004,0002
0002,0003,0003,0004,0002
0001,0002,0006,0005,0002
0001,0002,0006,0005,0002
