delta0,delta1,delta2,delta3,delta4
0024,0022,0039,0045,0044
0040,0031,0045,0067,0063
0042,0031,0051,0071,0063
0042,0039,0072,0095,0083
0040,0039,0072,0095,0083
0024,0031,0062,0085,0059
0018,0020,0042,0052,0044
0014,0014,0032,0033,0032
0004,0008,0017,0018,0013
0004,0008,0015,0015,0013
0004,0008,0011,0015,0012
0003,0003,0011,0011,0008
0003,0003,0008,0011,0008
0003,0004,0008,0011,0008
0000,0004,0007,0004,0003
0000,0004,0007,0004,0003
0000,0004,0007,0004,0003
0003,0004,0005,0002,0004
0003,0004,0005,0002,0004
0003,0004,0005,0002,0004
0003,0004,0005,0001,0004
0003,0004,0005,0001,0004
0003,0004,0002,0001,0004
0003,0004,0006,0002,0006
0003,0004,0005,0002,0006
0000,0004,0005,0002,0006
0002,0004,0005,0007,0004
0002,0004,0009,0007,0004
0002,0004,0009,0007,0004
0001,0004,0009,0007,0007
