delta0,delta1,delta2,delta3,delta4
0026,0020,0034,0046,0043
0039,0029,0051,0072,0057
0039,0033,0059,0085,0062
0023,0033,0059,0085,0062
0021,0032,0052,0073,0054
0015,0017,0035,0044,0037
0005,0010,0021,0022,0014
0005,0009,0014,0014,0014
0005,0007,0013,0014,0012
0003,0007,0004,0006,0004
0002,0007,0004,0006,0004
0002,0007,0004,0006,0004
0002,0005,0006,0003,0004
0004,0005,0006,0003,0004
0004,0005,0006,0003,0004
0000,0004,0006,0005,0005
0000,0003,0006,0004,0005
0001,0003,0006,0004,0005
0002,0003,0002,0002,0000
0002,0007,0002,0002,0000
0002,0007,0002,0000,0002
0001,0003,0006,0006,0006
0001,0003,0008,0006,0006
0000,0003,0008,0006,0006
-002,0003,0008,0006,0007
-002,0003,0009,0005,0006
-002,0003,0009,0005,0006
0000,0005,0005,0001,0003
0000,0004,0005,0001,0003
0000,0004,0005,0001,0003
