delta0,delta1,delta2,delta3,delta4
0020,0015,0029,0033,0035
0026,0019,0035,0042,0045
0028,0028,0040,0043,0051
0043,0030,0047,0057,0056
0052,0043,0063,0086,0081
0059,0044,0075,0102,0095
0062,0067,0102,0141,0125
0062,0067,0113,0156,0125
0062,0067,0115,0158,0133
0062,0067,0115,0158,0130
0050,0067,0114,0156,0130
0031,0028,0062,0091,0069
0018,0018,0043,0048,0042
0015,0010,0033,0033,0029
0015,0010,0027,0020,0019
0015,0010,0021,0019,0014
0015,0010,0018,0016,0014
0006,0002,0016,0006,0008
0004,0002,0016,0006,0008
0004,0003,0016,0007,0005
0001,0008,0012,0007,0005
0001,0008,0012,0007,0005
0001,0008,0012,0005,0004
0004,0005,0006,0005,0006
0004,0005,0006,0005,0006
0004,0005,0006,0005,0006
0004,0003,0006,0004,0005
0004,0003,0006,0004,0005
0004,0004,0006,0004,0005
0004,0008,0007,0002,0003
