delta0,delta1,delta2,delta3,delta4
0037,0024,0044,0059,0056
0037,0024,0045,0069,0059
0037,0041,0065,0090,0067
0036,0041,0065,0090,0067
0018,0024,0049,0064,0049
0014,0016,0029,0040,0032
0010,0011,0023,0029,0027
0004,0007,0011,0010,0007
0004,0007,0011,0010,0007
0004,0007,0011,0010,0007
0008,0006,0004,0005,0001
0003,0006,0004,0005,0001
0003,0006,0004,0005,0001
0000,0003,0007,0005,0003
0000,0003,0007,0005,0003
0000,0002,0006,0004,0002
-001,0000,0007,0005,0003
-001,0000,0008,0004,0003
-002,0000,0008,0004,0003
0000,0001,0009,0003,0003
0000,0001,0006,0003,0003
0000,0001,0006,0003,0003
0002,0001,0003,0000,0000
0001,0001,0003,0000,0000
0001,0001,0003,0000,0000
-001,0002,0006,0002,0004
-001,0002,0006,0002,0004
0000,0002,0006,0002,0004
0000,0002,0003,0003,0001
0000,0002,0003,0003,0001
