delta0,delta1,delta2,delta3,delta4
0033,0016,0035,0047,0046
0037,0017,0046,0053,0046
0048,0031,0052,0072,0068
0042,0043,0069,0101,0085
0042,0060,0069,0101,0085
0042,0060,0076,0104,0073
0041,0059,0068,0103,0072
0041,0059,0068,0103,0072
0013,0010,0043,0050,0034
0013,0010,0037,0044,0033
0013,0010,0032,0041,0033
0013,0010,0025,0020,0013
0013,0010,0025,0015,0013
0005,0006,0025,0015,0013
-001,0003,0013,0004,-002
-001,0003,0012,0004,-002
-001,0003,0012,0004,-002
0000,-001,0000,0003,-001
0000,-001,0000,0003,-001
0000,-001,0000,0003,-001
0001,-002,-005,0003,0003
0000,-002,-005,0004,0003
0000,-002,-005,0004,0003
-002,0000,0001,0001,-002
-002,0000,0001,0001,-002
-002,0000,0001,0001,-002
0002,-001,-002,0002,0002
0000,-001,-002,0002,0002
0000,-001,-002,0002,0002
-004,0003,0003,0000,-004
