delta0,delta1,delta2,delta3,delta4
0030,0016,0037,0047,0046
0031,0020,0038,0048,0053
0048,0032,0054,0081,0076
0065,0042,0070,0099,0096
0065,0044,0077,0119,0111
0064,0074,0114,0174,0150
0064,0074,0154,0218,0172
0064,0074,0194,0274,0194
0064,0074,0255,0363,0241
0081,0084,0255,0363,0251
0081,0084,0174,0300,0251
0026,0027,0062,0090,0070
0016,0012,0030,0037,0030
0003,-001,0019,0014,0009
0003,-001,0016,0014,0009
0003,-001,0016,0014,0009
0003,-001,0013,0012,0002
0003,0000,0013,0008,0002
-001,0000,0013,0008,-002
-001,0004,0010,0008,0002
-001,0005,0006,0007,0002
-001,0005,0005,0007,0002
-003,-003,0000,0007,0002
-003,-003,0000,0007,0002
-002,-003,0000,0007,0002
-002,0005,0006,0007,0001
-002,0001,0006,0007,0001
-001,0001,0006,0007,0001
-001,-001,0003,0008,0001
-001,-001,0003,0008,0001
