delta0,delta1,delta2,delta3,delta4
0019,0018,0028,0032,0033
0023,0018,0035,0045,0043
0027,0025,0040,0047,0048
0040,0030,0050,0062,0055
0042,0031,0061,0082,0066
0042,0038,0061,0083,0074
0041,0041,0067,0097,0077
0037,0041,0074,0103,0077
0026,0040,0074,0103,0078
0026,0040,0063,0102,0074
0026,0040,0060,0094,0073
0026,0040,0043,0063,0054
0018,0025,0034,0045,0040
0018,0016,0033,0033,0033
0005,0009,0012,0016,0013
0005,0009,0012,0014,0013
0005,0009,0012,0013,0010
0005,0009,0009,0006,0005
0005,0008,0009,0006,0005
0005,0008,0009,0006,0005
0000,0003,0006,0006,0004
0000,0003,0006,0006,0004
-001,0003,0006,0006,0004
0000,0004,0010,0007,0004
0000,0004,0010,0007,0004
0000,0004,0010,0007,0004
0000,0005,0008,0005,0004
0000,0005,0008,0005,0004
0000,0005,0008,0005,0004
0005,0005,0004,0005,0004
