delta0,delta1,delta2,delta3,delta4
0019,0015,0028,0032,0034
0027,0022,0038,0038,0042
0033,0029,0049,0059,0062
0035,0029,0049,0062,0062
0052,0042,0063,0090,0089
0071,0067,0096,0139,0132
0071,0081,0101,0160,0132
0071,0081,0125,0175,0159
0071,0081,0139,0212,0170
0071,0081,0139,0212,0170
0050,0054,0123,0211,0175
0043,0043,0116,0198,0143
0043,0033,0075,0110,0105
0016,0012,0037,0031,0030
0016,0012,0031,0030,0026
0016,0012,0031,0030,0026
0016,0012,0024,0022,0021
0016,0012,0024,0019,0016
0007,0012,0024,0019,0016
0003,0004,0022,0012,0009
0003,0004,0017,0012,0009
0003,0004,0017,0012,0009
0004,0006,0015,0011,0010
0004,0006,0015,0007,0007
0004,0006,0015,0007,0007
0002,0006,0016,0007,0006
0002,0006,0018,0008,0006
0002,0006,0018,0008,0006
0001,0003,0014,0008,0003
0001,0003,0014,0007,0003
