delta0,delta1,delta2,delta3,delta4
0020,0014,0028,0030,0032
0023,0019,0033,0041,0043
0042,0026,0049,0058,0059
0047,0027,0050,0072,0063
0052,0043,0071,0101,0093
0057,0058,0087,0124,0102
0057,0058,0097,0126,0103
0057,0058,0102,0147,0114
0057,0058,0102,0147,0114
0032,0042,0088,0126,0097
0025,0025,0052,0067,0055
0021,0012,0033,0034,0035
0021,0012,0029,0023,0019
0021,0012,0026,0022,0019
0021,0012,0022,0022,0019
0006,0009,0021,0010,0010
0006,0003,0021,0010,0009
0006,0003,0021,0010,0007
0003,0000,0015,0007,0008
0003,0000,0014,0007,0006
0003,0000,0014,0007,0006
0005,0006,0011,0004,0000
0005,0007,0011,0004,0000
0005,0007,0011,0004,0000
0001,0004,0011,0004,0007
0001,0004,0009,0005,0007
0001,0004,0009,0005,0007
0006,0009,0007,0003,0005
0004,0007,0007,0003,0005
0004,0007,0007,0003,0005
