delta0,delta1,delta2,delta3,delta4
0020,0016,0030,0037,0034
0021,0022,0041,0045,0050
0039,0026,0050,0065,0068
0052,0027,0051,0077,0069
0066,0039,0071,0108,0106
0075,0057,0089,0129,0118
0075,0057,0090,0135,0129
0075,0057,0110,0153,0134
0075,0057,0120,0178,0146
0062,0077,0139,0198,0148
0056,0084,0166,0258,0179
0051,0084,0166,0258,0179
0036,0044,0091,0156,0132
0022,0025,0054,0080,0061
0017,0011,0031,0033,0033
0004,-001,0015,0020,0016
0004,-001,0015,0019,0014
0004,-001,0015,0019,0014
0004,-001,0022,0008,0004
0004,-001,0022,0008,0004
0000,-002,0022,0008,0004
-002,0000,0008,0008,0003
-002,0000,0008,0008,0003
-002,0000,0008,0008,0003
0002,0003,0002,0005,0005
0002,0003,0002,0005,0005
0002,0003,0002,0005,0005
-001,0000,0006,0006,0004
-001,0000,0006,0007,0004
-001,0000,0006,0007,0004
