delta0,delta1,delta2,delta3,delta4
0020,0016,0029,0030,0032
0022,0016,0036,0042,0032
0025,0023,0036,0042,0046
0044,0027,0050,0064,0060
0064,0033,0061,0086,0073
0067,0040,0062,0089,0087
0076,0050,0085,0119,0116
0078,0071,0105,0144,0128
0078,0071,0107,0144,0136
0078,0071,0125,0171,0144
0078,0071,0144,0186,0144
0075,0107,0153,0203,0161
0075,0158,0204,0265,0190
0075,0158,0204,0265,0190
0075,0121,0204,0265,0190
0075,0099,0204,0265,0190
0062,0064,0127,0185,0153
0021,0020,0061,0080,0061
0021,0017,0061,0080,0061
0021,0014,0061,0080,0061
0021,0006,0061,0080,0061
0013,0006,0022,0020,0018
0010,0007,0021,0017,0015
0010,0007,0022,0013,0006
0010,0007,0018,0013,0006
0010,0007,0018,0013,0006
0002,0000,0012,0007,0006
0002,0000,0012,0007,0006
0002,0000,0012,0007,0006
0004,0003,0009,0002,0005
