delta0,delta1,delta2,delta3,delta4
0026,0020,0036,0047,0047
0035,0020,0044,0050,0049
0047,0032,0059,0082,0072
0047,0044,0069,0099,0076
0036,0044,0075,0099,0083
0033,0044,0075,0099,0079
0029,0034,0065,0099,0079
0020,0020,0034,0051,0042
0017,0014,0028,0033,0034
0016,0013,0024,0026,0029
0006,0009,0020,0013,0015
0006,0008,0013,0013,0012
0006,0008,0013,0013,0012
0003,0005,0007,0003,0007
0003,0005,0007,0003,0007
0002,0005,0007,0003,0007
0003,0004,0011,0008,0010
0004,0004,0011,0008,0008
0004,0004,0011,0008,0008
0002,0000,0008,0004,0006
0002,0000,0008,0004,0006
0002,-001,0008,0004,0006
0002,0004,0009,0007,0007
0002,0004,0006,0007,0007
0001,0004,0006,0007,0007
0000,0005,0006,0002,0006
0000,0005,0006,0002,0006
0000,0005,0006,0002,0006
0002,0002,0009,0002,0006
0002,0002,0009,0006,0006
