delta0,delta1,delta2,delta3,delta4
0020,0017,0030,0034,0038
0025,0025,0036,0044,0045
0029,0030,0056,0073,0062
0029,0030,0056,0073,0062
0019,0027,0054,0071,0055
0017,0023,0037,0045,0040
0017,0023,0037,0045,0040
0007,0010,0029,0026,0023
0007,0010,0019,0016,0017
0007,0010,0019,0016,0017
0005,0007,0018,0015,0017
0003,0007,0012,0008,0013
0003,0007,0012,0008,0013
0001,0007,0009,0008,0013
0001,0003,0009,0009,0011
0001,0003,0009,0009,0011
0002,0003,0008,0007,0010
0003,0009,0008,0003,0008
0003,0009,0008,0003,0008
0003,0009,0009,0003,0008
0003,0008,0006,0001,0007
0003,0008,0006,0001,0007
0005,0007,0006,0001,0007
0002,0006,0012,0003,0008
0002,0006,0012,0003,0008
0002,0006,0006,0004,0006
0003,0007,0006,0002,0006
0003,0007,0006,0002,0006
0000,0004,0009,0002,0007
0000,0004,0009,0002,0006
