delta1,delta2,delta3,delta4
0002,0004,0005,0003,
0002,0004,0005,0003,
-001,0001,0001,-001,
-001,0001,0001,-001,
-001,0001,0001,-001,
0004,0004,0005,0001,
0004,0004,0005,0001,
0004,0004,0005,0001,
0002,0001,0002,0001,
0002,0001,0002,0001,
0002,0001,0002,0001,
-001,0000,-002,-003,
-001,0000,-002,-003,
-001,0000,-002,-003,
-003,0002,0000,-001,
-003,0002,0000,-001,
-003,0002,0000,-001,
-001,0001,-002,0002,
-001,0001,-002,0002,
-001,0001,-002,0002,
-001,0004,0000,0003,
-001,0004,0000,0003,
-001,0004,0000,0003,
0010,0006,0005,0003,
0010,0006,0005,0003,
0010,0006,0005,0003,
0004,0003,0008,0001,
0004,0003,0008,0001,
0004,0003,0008,0001,
0006,0005,0005,0002,
