delta1,delta2,delta3,delta4
0004,0005,0004,0002,
0004,0005,0004,0002,
0004,0005,0004,0002,
0004,0006,0005,0000,
0004,0006,0005,0000,
0004,0006,0005,0000,
-001,-003,0001,-003,
-001,-003,0001,-003,
0003,-003,0001,-003,
0003,0003,0002,0000,
0003,0003,0002,0000,
0002,0003,0002,0000,
0001,0006,0002,0002,
0001,0006,0002,0002,
-001,0006,0002,0002,
0001,0001,0003,0001,
0001,0001,0003,0001,
0001,0001,0003,0001,
0006,0002,0007,0006,
0006,0002,0007,0006,
0006,0002,0007,0006,
0001,0001,0006,0005,
0001,0001,0006,0005,
0001,0001,0006,0005,
0007,0006,0006,0001,
0007,0006,0006,0001,
0007,0006,0006,0001,
0002,0004,0007,0004,
0002,0004,0007,0004,
0002,0004,0007,0004,
