delta1,delta2,delta3,delta4
0003,-001,-004,-001,
0003,-001,-004,-001,
0003,-001,-004,-001,
0003,0000,-002,0002,
0003,0000,-002,0002,
0003,0000,-002,0002,
-001,0000,-003,-001,
-001,0000,-003,-001,
0002,0000,-003,-001,
0002,0002,0005,0001,
0002,0002,0005,0001,
-002,0002,0005,0001,
0004,0001,0005,0001,
0004,0001,0005,0001,
0004,0001,0005,0001,
0000,0002,0000,0000,
0000,0002,0000,0000,
0002,0002,0000,0000,
0004,0000,0002,0003,
0004,0000,0002,0003,
0004,0000,0002,0003,
0002,0001,0002,-001,
0002,0001,0002,-001,
0002,0001,0002,-001,
0001,-003,-001,0002,
0001,-003,-001,0002,
0001,-003,-001,0002,
-002,0002,-002,0002,
-002,0002,-002,0002,
-002,0002,-002,0002,
