delta1,delta2,delta3,delta4
0001,-004,-001,0000,
0003,0002,0004,0004,
0003,0002,0004,0004,
0003,0002,0004,0004,
0000,0001,0004,0001,
0000,0001,0004,0001,
0001,0001,0004,0001,
0002,0002,0006,0005,
0002,0002,0006,0005,
0002,0002,0006,0005,
0000,0003,0003,0002,
0000,0003,0003,0002,
0000,0003,0003,0002,
0002,0002,0004,0003,
0002,0002,0004,0003,
0002,0002,0004,0003,
-001,-002,0001,-001,
-001,-002,0001,-001,
-001,-002,0001,-001,
-001,0000,0002,0002,
-001,0000,0002,0002,
-001,0000,0002,0002,
0002,-001,0003,0003,
0002,-001,0003,0003,
0002,-001,0003,0003,
0004,0002,0006,0004,
0004,0002,0006,0004,
0004,0002,0006,0004,
0002,-003,0000,0003,
0002,-003,0000,0003,
