delta1,delta2,delta3,delta4
0000,-001,0000,0004,
0000,0000,0000,0004,
0000,0000,0000,0004,
0001,-004,0001,0002,
0001,-004,0001,0002,
0003,-004,0001,0002,
0003,0003,-002,0004,
0003,0003,-002,0004,
0003,0003,-002,0004,
0005,0004,0003,0005,
0005,0004,0003,0005,
0005,0004,0003,0005,
0005,0006,0001,0004,
0005,0006,0001,0004,
0005,0006,0001,0004,
-001,0000,-003,0000,
-001,0000,-003,0000,
0000,0000,-003,0000,
0005,0004,0001,0004,
0005,0004,0001,0004,
0005,0004,0001,0004,
0000,0002,-001,0002,
0000,0002,-001,0002,
-001,0002,-001,0002,
0006,0006,0003,0003,
0006,0006,0003,0003,
0006,0006,0003,0003,
0001,0001,-001,0002,
0001,0001,-001,0002,
0001,0001,-001,0002,
