delta1,delta2,delta3,delta4
0000,0000,0000,0002,
0000,0000,0000,0002,
0007,0002,0002,0002,
0007,0002,0002,0002,
0007,0002,0002,0002,
0005,0003,0001,0000,
0005,0003,0001,0000,
0005,0003,0001,0000,
0001,0002,0000,0003,
0001,0002,0000,0003,
0001,0002,0000,0003,
0001,0001,-003,-001,
0001,0001,-003,-001,
0001,0001,-003,-001,
0004,0000,0002,0007,
0004,0000,0002,0007,
0004,0000,0002,0007,
0001,0001,0001,-001,
0001,0001,0001,-001,
0001,0001,0001,-001,
0000,0000,0001,-002,
0000,0000,0001,-002,
0000,0000,0001,-002,
0001,0001,-002,-002,
0001,0001,-002,-002,
0001,0001,-002,-002,
0000,-002,0000,-001,
0000,-002,0000,-001,
0000,-002,0000,-001,
0006,0003,0004,0006,
