delta1,delta2,delta3,delta4
0001,0003,0008,0000,
0004,0002,0008,-001,
0004,0002,0008,-001,
0004,0002,0008,-001,
0003,0004,0004,0000,
0003,0004,0004,0000,
0003,0004,0004,0000,
-002,-001,-003,-001,
-002,-001,-003,-001,
-001,-001,-003,-001,
-001,0001,0000,-001,
-001,0001,0000,-001,
-002,0001,0000,-001,
-002,-001,0003,0000,
-002,-001,0003,0000,
-002,-001,0003,0000,
-002,-001,0001,-003,
-002,-001,0001,-003,
-003,-001,0001,-003,
-002,0001,0002,-003,
-002,0001,0002,-003,
-002,0001,0002,-003,
0002,0004,0006,0001,
0002,0004,0006,0001,
0002,0004,0006,0001,
-003,-001,-002,-003,
-003,-001,-002,-003,
-002,0000,-001,-002,
0000,0000,-001,0000,
0000,0000,-001,0000,
