delta1,delta2,delta3,delta4
0001,0002,-002,0003,
0004,0005,0002,0003,
0004,0005,0002,0003,
0004,0005,0002,0003,
0003,0006,0008,0006,
0003,0006,0008,0006,
0003,0006,0008,0006,
0004,0001,0004,0003,
0004,0001,0004,0003,
0004,0001,0004,0003,
0000,0000,0001,0003,
0000,0000,0001,0003,
0000,0000,0001,0003,
-001,0000,0000,0000,
-001,0000,0000,0000,
-001,0000,0000,0000,
0001,0001,0000,0000,
0001,0001,0000,0000,
0001,0001,0000,0000,
-001,-001,0000,-001,
-001,-001,0000,-001,
-001,-001,0000,-001,
0002,0001,0002,0001,
0002,0001,0002,0001,
0002,0001,0002,0001,
0004,0002,0003,0004,
0004,0002,0003,0004,
0004,0002,0003,0004,
0005,0008,0004,0002,
0005,0008,0004,0002,
