delta1,delta2,delta3,delta4
0003,0002,0002,0001,
0003,0002,0002,0001,
0003,0002,0002,0001,
0001,0003,0003,0002,
0001,0003,0003,0002,
0000,0003,0003,0002,
0000,0000,0001,0000,
0000,0000,0001,0000,
0000,0000,0001,0000,
0001,0000,0001,0000,
0001,0000,0001,0000,
0001,0000,0001,0000,
0004,0003,0010,0004,
0004,0003,0010,0004,
0004,0003,0010,0004,
0006,0002,0003,0002,
0006,0002,0003,0002,
0006,0002,0003,0002,
0001,0004,0001,0002,
0001,0004,0001,0002,
0001,0004,0001,0002,
-001,-002,0002,0001,
-001,-002,0002,0001,
-001,-002,0002,0001,
0001,-001,0000,-003,
0001,0000,0000,-002,
0001,0000,0000,-002,
-001,0001,-001,0002,
-001,0001,-001,0002,
-002,0001,-001,0002,
