delta1,delta2,delta3,delta4
0003,0004,0005,0002,
0003,0004,0005,0002,
0003,0002,0004,0002,
0003,0002,0004,0002,
0003,0002,0004,0002,
0000,0002,0005,0000,
0000,0002,0005,0000,
0000,0002,0005,0000,
0005,0005,0008,0003,
0005,0005,0008,0003,
0005,0005,0008,0003,
0000,0003,0004,0002,
0000,0003,0004,0002,
0003,0003,0004,0002,
0005,0006,0005,0003,
0005,0006,0005,0003,
0005,0006,0005,0003,
0001,0001,0006,-001,
0001,0001,0006,-001,
0002,0001,0006,-001,
0002,0005,0002,0002,
0002,0005,0002,0002,
0000,0005,0002,0002,
0002,0004,0006,0005,
0002,0004,0006,0005,
0002,0004,0006,0005,
0003,0006,0006,0004,
0003,0006,0006,0004,
0003,0006,0006,0004,
0003,0004,0003,0000,
