delta1,delta2,delta3,delta4
0000,0001,0005,-001,
0000,0001,0005,-001,
0002,0001,0005,-001,
0002,-001,-001,-001,
0002,-001,-001,-001,
-001,-001,-001,-001,
0001,0001,0004,0000,
0001,0001,0004,0000,
0001,0001,0004,0000,
0003,0004,0007,0002,
0003,0004,0007,0002,
0003,0004,0007,0002,
-002,-001,0004,-001,
-002,-001,0004,-001,
-002,-001,0004,-001,
0000,0000,0002,-002,
0000,0000,0002,-002,
0000,0000,0002,-002,
0001,0002,0003,0000,
0001,0002,0003,0000,
0001,0002,0003,0000,
0001,-003,0000,-001,
0001,-003,0000,-001,
0001,-003,0000,-001,
0000,-002,0003,-003,
0000,-002,0003,-003,
0000,-002,0003,-003,
0000,0001,0003,-004,
0000,0001,0003,-004,
0000,0001,0003,-004,
