delta1,delta2,delta3,delta4
00000,-0003,00003,00001
00002,00000,00002,00002
00002,-0001,00002,00001
00002,-0001,00003,00003
00001,00001,00004,-0002
00003,00001,00003,00003
00002,00004,00004,00004
00002,00007,00005,00005
00007,00009,00007,00006
00006,00007,00014,-0002
00010,00012,00010,00012
00010,00013,00015,00013
00012,00020,00016,00015
00012,00021,00016,00015
00012,00024,00016,00015
00012,00024,00016,00015
00012,00023,00016,00015
00012,00022,00016,00015
00019,00023,00023,00020
00019,00023,00023,00022
00019,00023,00022,00021
00019,00023,00021,00023
00019,00023,00022,00024
00019,00023,00018,00025
00019,00013,00018,00023
00019,00012,00018,00023
00019,00009,00018,00023
00019,00009,00018,00023
00019,00007,00018,00023
00019,00004,00018,00023
00012,00004,00007,00020
00009,00001,00005,00013
00009,00001,00005,00011
00009,00001,00005,00011
00009,00001,00005,00010
00009,00001,00005,00007
00009,00001,00005,00007
00005,00000,00003,00006
00003,-0001,00002,00004
00000,-0001,00002,00002
00000,00001,00001,00002
00001,-0003,00002,00001
00000,-0003,00001,00001
00000,-0002,00003,00000
00001,-0002,00002,00001
00000,00000,00002,00003
00000,-0003,00001,00000
-0001,-0003,00002,-0001
-0001,-0003,00001,00002
-0002,-0003,00001,00002
-0001,00003,00002,00000
00000,-0003,00003,00002
-0001,-0002,00001,00000
-0001,-0002,00002,00001
-0001,-0003,00000,00000
