delta1,delta2,delta3,delta4
00002,00001,-0003,00002
00003,00000,-0003,00002
00002,00000,-0003,00002
00002,-0003,-0005,-0001
00002,00000,-0003,00002
00003,00001,-0002,00002
00002,00003,-0002,00002
00004,00003,-0002,00003
00002,00003,-0003,00002
00006,00006,00000,00003
00007,00007,00000,00004
00011,00011,00004,00008
00015,00013,00007,00012
00016,00011,00008,00013
00018,00013,00008,00026
00018,00013,00008,00023
00018,00013,00008,00019
00016,00016,00011,00023
00016,00016,00011,00021
00016,00016,00011,00025
00016,00016,00011,00025
00016,00016,00011,00024
00016,00016,00011,00025
00018,00015,00009,00027
00016,00009,00008,00024
00011,00006,00006,00021
00009,00006,00004,00020
00007,00002,-0001,00014
00007,00002,-0001,00015
00007,00002,-0001,00013
00007,00002,-0001,00010
00007,00002,-0001,00009
00007,00002,-0001,00008
00005,00002,-0002,00006
00005,00000,-0001,00006
00005,00001,-0005,00004
00004,00001,-0002,00005
00003,00001,-0003,00003
00001,-0001,-0002,00002
00003,-0001,-0003,00004
00003,00000,-0002,00003
00004,00002,-0003,00003
00004,00001,-0003,00003
00004,00000,-0003,00003
00003,-0001,-0002,00003
00001,00001,-0002,00003
00001,00000,-0003,00002
00002,00001,-0002,00004
00002,00001,-0002,00003
00001,00000,-0003,00003
00003,-0001,-0002,00001
00001,-0002,-0004,00002
00002,00000,-0001,00003
00002,-0002,-0001,-0001
00003,-0001,-0002,00001
