delta1,delta2,delta3,delta4
00000,-0001,00004,00001
-0002,-0002,00003,00000
-0001,-0002,00003,00001
00000,-0002,00005,00002
00000,00000,00003,00001
-0002,-0003,00004,00002
00002,-0002,00005,00003
00001,00001,00002,00002
00000,00002,00006,00004
00003,00004,00007,00006
00002,00008,00004,00001
00005,00010,00014,00011
00010,00015,00016,00013
00015,00019,00019,00018
00020,00025,00026,00024
00020,00028,00027,00026
00020,00030,00031,00028
00022,00030,00034,00028
00028,00037,00039,00022
00025,00031,00039,00037
00032,00031,00039,00037
00033,00031,00039,00037
00037,00028,00043,00047
00044,00021,00038,00053
00045,00017,00031,00059
00039,00011,00023,00066
00039,00017,00023,00066
00032,00008,00018,00066
00032,00005,00018,00066
00032,00008,00018,00066
00032,00003,00018,00066
00032,00004,00018,00066
00032,00005,00018,00066
00016,00003,00010,00037
00016,00003,00008,00037
00016,00003,00008,00037
00016,00003,00006,00037
00016,00003,00007,00037
00016,00003,00006,00037
00008,00001,00007,00018
00006,00001,00007,00018
00005,00001,00007,00018
00007,00001,00007,00018
00004,00001,00007,00018
00001,00001,00007,00018
00003,00003,00003,00008
00003,00003,00003,00008
00003,00003,00003,00006
00003,00003,00003,00004
00003,00003,00003,00004
00003,00003,00003,00005
00000,-0001,00002,00005
00002,00001,00005,00004
00001,00000,00005,00003
00001,-0001,00003,00001
