delta1,delta2,delta3,delta4
00001,00001,00000,00003
00003,00004,00001,00001
00004,00002,00004,00003
00003,00003,00001,00002
00003,00004,00002,00003
00006,00005,00000,00006
00007,00007,00004,00006
00007,00008,00005,00008
00009,00009,00008,00010
00010,00011,00009,00014
00013,00013,00011,00016
00015,00011,00013,00022
00015,00011,00013,00022
00015,00011,00013,00020
00013,00007,00011,00024
00013,00007,00011,00020
00011,00005,00006,00018
00007,00004,00004,00012
00007,00003,00001,00008
00002,00002,00001,00005
00003,00001,00000,00004
00002,00000,-0001,00005
00003,00000,00000,00003
00003,00000,00002,00002
00003,00001,00000,00000
00003,00000,00001,00001
00002,00000,00000,00003
00003,00000,00002,00002
00002,00000,-0001,00002
00002,-0001,00001,00003
00003,00001,00001,00003
00003,00000,00001,00002
00000,00000,00002,00002
00000,00002,-0001,00003
-0001,00000,00000,00002
00002,-0001,00000,00002
00001,00000,00000,00003
00000,00001,00000,00002
00002,-0001,00001,00003
00001,00001,00000,00002
00002,-0001,00001,00001
00000,-0002,00003,00004
-0001,00000,00001,00000
00000,-0001,00001,00003
00002,-0002,00000,00002
-0001,00001,-0001,00001
00001,00001,00000,00001
00000,-0002,-0001,00002
00001,00000,00002,00003
00002,-0001,00001,00001
00000,00000,00001,00002
00001,00001,00001,00003
00000,-0001,00001,00001
-0001,-0002,00003,00003
00001,00002,00001,00002
